,comment,label
4552,pvalue fixme df0 na trivial since pchisq df0 pchisq df0 pchisq df0 ncp0 this due different definitions limits left right from onwards use na df0 consistent,ALGORITHM
4554,safety check a pinv a not contain allzero rowscolumns fixme really needed as use ginv later,CODE
4555,fixme check models nested parameter level,ALGORITHM
4556,fixme check h0 contain additional parameters,DESIGN
4557,fixme,CODE
4558,parameter h1 m1 see somehow constrained parameter h0 m0 since work under h0 need use labelsconstraintsdef appear h0 unfortunately order parameters even p labels may different two models therefore attempt change order free column m0 map x provide h1 plabels used constraints must renamed necessary,ALGORITHM
4559,ignore,CODE
4560,put order using number free parameters nfreepar sapply mods function x x optim npar duplicated nfreepar fixme number free parameters maybe need count number constraints ncon sapply mods function x nrow x model conjac nfreepar nfreepar ncon,CODE
4562,todo,CODE
4564,check,CODE
4565,check,CODE
4567,fixme compute wlsw directly instead using solve wlsv,CODE
4568,check,CODE
4570,fixme always use unstructured model say independence model structured information a1 far away b1 end na,CODE
4572,verbose,CODE
4573,fixme worth making work abs x,CODE
4574,check arguments want eg samplecov todo,CODE
4575,fixme ready multiple groups yet,REQUIREMENTS
4576,fixme make work multiple groups,REQUIREMENTS
4577,fixme check mixed lvov indicators,REQUIREMENTS
4578,todo comes automatic detection linked measurement models take single latent variable per measurement model block,ALGORITHM
4579,fixme remove dummy lv s fixme remove used ov,CODE
4580,scalar version,REQUIREMENTS
4582,case traditional dataframe,CODE
4583,ok something looks like parameter table fixme need check redundant arguments cfasem used trust call redundant c meanstructure intovfree intlvfree fixedx orthogonal stdlv parameterization autofixfirst autofixsingle autovar autocovlvx autocovy autoth autodelta,DEFECT
4584,need figure ngroups ov s per group fixme need efficient way avoiding lavaanifyvnames,ARCHITECTURE
4585,add names ovnames ovnames c ovnames lvnames badidx ovnamesy ovnamesx,DEFECT
4587,need least levels,ALGORITHM
4589,fixme warn false eff,CODE
4590,options given anyway eg start give warning,USABILITY
4591,show first one stop warning stop could,USABILITY
4592,fixme ovnames always contain x,CODE
4593,needed,ALGORITHM
4594,em force fixedtozero residual variances slightly larger zero,REQUIREMENTS
4595,nothing,CODE
4597,fixme lavaanstart lavmodelgetparameters lavmodel type user lavpartable start lavaanstart,DEFECT
4600,14bis lavfit remove offending packages fixed,BUILD
4602,fixme needed,CODE
4603,fsr wrapper local sam todo,CODE
4604,h1 anova mean used,CODE
4605,fixme make work multiple groups,REQUIREMENTS
4607,todo comes automatic detection linked measurement models take single latent variable per measurement model block,CODE
4608,fatal,DEFECT
4610,label groups multilevel fixme need blocknames,CODE
4611,fixme ok multigroup multilevel first group,DEFECT
4612,fixme,DEFECT
4613,overwrite slots fitpa better way pts se pts free 0l seqlen length pts lhs extraintidx sqrt diag vcov,DESIGN
4614,might want change code convert uppercase less likely break code methods c amoc,DEFECT
4615,causing slight problem css asymptotic cptmeanvar throws wrong error statement get around teststatcss penasymptotic loses tests,DEFECT
4616,might want change code convert uppercase less likely break code methods c amoc,DEFECT
4617,causing slight problem css asymptotic cptvar throws wrong error statement get around teststatcss penasymptotic loses tests,DEFECT
4618,okay kind cheating,TEST
4619,fails,TEST
4620,fails fails,TEST
4621,l p1 columns assume last column righthand side leave maybe add later rhs argument linearhypothesis car package,CODE
4622,check models based data todo also check weights,CODE
4623,todo check computations userdefined weights,REQUIREMENTS
4624,todo often fail retries still work,DEFECT
4625,todo basically always fails,CODE
4626,todo often fail retries still work,DEFECT
4627,todo basically always fails,CODE
4628,todo allow user set control arguments pmvnorm optimizers,REQUIREMENTS
4630,todo remove weights function rmaglmm objects,CODE
4631,todo change weights function objects weights null,CODE
4632,case user supplies limits wrong order,CODE
4634,case user supplies limits wrong order,CODE
4635,case user supplies limits wrong order,CODE
4636,case,CODE
4637,j causes kinds problems left,DEFECT
4638,could consider implementing fisher scoring algorithm first derivatives elements information matrix given tallis could also consider estimating variance inverse information matrix but constructing information matrix takes bit extra work clear handle estimated cell probabilities go zero,ALGORITHM
4639,nt really need,CODE
4641,easier understand tad slower small k faster larger k,ARCHITECTURE
4642,case user supplies limits wrong order,CODE
4643,case user supplies limits wrong order,CODE
4645,fixme x glevelsf may numeric case wrapping recognized,DEFECT
4647,user specified xlim set automatically todo maybe try something based ci later,BUILD
4648,geometric mean tau2 values hackish solution models multiple tau2 values note works 1mean todo consider something sophisticated,ARCHITECTURE
4649,todo make option,REQUIREMENTS
4651,todo check computations userdefined weights,REQUIREMENTS
4653,fixme when using glmmadaptive comparable fe model tau2,DEFECT
4654,fit ml model notes recommended alternative using group1 instead group12 random effect since forces variance group lower approach okay also allow group1 random effect intercepts correlate fact identical bivariate model startc sqrt lme4 varcorr resfe effect since start value tau2 specified using probably ideal,ALGORITHM
4655,fixme when using glmmadaptive comparable fe model tau2,DEFECT
4656,fixme when using glmmadaptive comparable fe model tau2,DEFECT
4657,two commands always false leave case,DEFECT
4658,mfsf mfs needed moment,CODE
4661,ds j asmatrix nearpd ds j mat avoids full matrix becomes nonpositive definite adding tiny amount diagonal ds j easier works well todo consider something like default,CODE
4662,todo consider better way set initial values total max sigma2s tau2s gamma2s var c y x resfe beta 1mean 1diag v total max sigma2s tau2s gamma2s var asvector sy sx beta 1mean 1diag v,CODE
4664,check ratio largest smallest sampling variance note need exclude special cases nan max vi inf todo use condition number diag vi instead,CODE
4665,set alphainit check length alphainit matches number parameters fixme need better way setting default initial values,CODE
4666,case test originally,CODE
4668,todo add check case problems fitting model,ALGORITHM
4669,todo complete,TEST
4670,note self search find adjusted tolerances tests hardcoded tolerances search tolerance0,CODE
4671,xxx ugly,CODE
4673,how download arrays coordinates set scidbunpackfalse use apply faster cases used aio,PEOPLE
4674,map scidb missing aka null na preserve default null this sucky parsing problem binary transfers,CODE
4675,add verbose,REQUIREMENTS
4676,fixme matrix export xmatrix sparse matrix nas dropped setclass sparsenamatrix contains dgcmatrix,DESIGN
4677,fixme could cheaper,ARCHITECTURE
4679,regular distances fixme distances faster,ARCHITECTURE
4680,fixme add minimum number matching itemsmin number predictive items,ALGORITHM
4682,fixme make sparse,REQUIREMENTS
4683,notes the implementation basic implementation algorithm fixed chosen number iterations without parallellization speed slower algorithms seems workable the actual model construction actually happens call predict this disadvantage als algorithm actually train model data test users when set verbose true see converge error function printed the algorithm allows low rmse errors test data for topn predictions calculated tprs lower popular algorithm though it seems case topn movies test set seen marked false positives als recommend movies often seen similar people gave good ratings while marking nas false positives reasonable way handle nas perhaps might interesting also provide option simply ignore nas calculation,ARCHITECTURE
4685,might fit memory maybe use sample,ARCHITECTURE
4686,prediction fixme add weiss dissimilarity,ALGORITHM
4687,fixme remove self matches,CODE
4688,fixme remove self matches,CODE
4689,case,CODE
4690,fixme test zscore missing,TEST
4691,fixme test results expectequivalent pred matrix,TEST
4693,note user neighborhood rating i2 na way fix hybridrecommender,DEFECT
4694,fixme test results expectequivalent pred matrix,TEST
4695,todo implement check k ncells avoid correlation calculations implement error reportinghandling failed cell fits,CODE
4696,todo correct batch effect cellcell similarity matrix,DEFECT
4697,generate random normal matrix todo use ncells instead ncol matw,CODE
4698,rowcols colcols matrices,CODE
4699,todo fix server rescue,CODE
4700,nt work,DEFECT
4701,ugly hack restrict nonnegative slopes,REQUIREMENTS
4705,add dummy function return na,CODE
4706,somewhat stupid,TEST
4707,following tests work new lmertest march,TEST
4708,todo the based githug version kableextra undocumented likely change also would nice avoid tfoot screw auto width full table,DOCUMENTATION
4709,stargazer seems bug columnlabels treated texthtml escaping labels help even sometimes introduces error,DEFECT
4710,todo libcheck run solver make sure packages library fine,BUILD
4713,todo libupdate,CODE
4714,todo check version requirements,CODE
4715,todo theory set base packages change time would need r version specific vector not issue currently might future,BUILD
4716,todo load pkgload ideally but would require big changes pkgload,BUILD
4717,todo projcheck run solver project description see everything ok,REQUIREMENTS
4718,todo projdoctor check packages loaded also broken dll files,DEFECT
4720,todo what r package or create description files automatically,DOCUMENTATION
4723,this workaround r cmd check,BUILD
4724,todo add functions common subexpression issue function returns random values ie rnorm b rnorm wrongly optimize tmp rnorm tmp b tmp todo check functions modify parent env in way function calls wont stop optimization,DEFECT
4725,get old code add braces parse fpd,CODE
4726,todo implement intelligent constant folding example fold x todo reorder vars associativity todo try constant fold knownfunctions constants,CODE
4727,i pass values function defs propagation,DESIGN
4731,todo corecharts diff intervals steppedarea,REQUIREMENTS
4733,todo different types charts area numeric columns needs label s also id,REQUIREMENTS
4734,temporary solution,CODE
4735,todo lat lon single values,CODE
4736,todo update bounds layer info window,CODE
4737,todo replicate blog https mapsapisgoogleblogcom201404buildmapinfographicwithgooglemapshtml,CODE
4738,todo max intensity,CODE
4739,todo tests info window single value repeated markers column data chart supplying suplygin id column,TEST
